Image File,Response,GT
2008_005309.jpg,43,39.1
2008_005331.jpg,75,56.5
2008_005337.jpg,17,17.6
2008_005376.jpg,78,66.2
2008_005380.jpg,35,29.3
2008_005386.jpg,40,44.3
2008_005421.jpg,18,17.5
2008_005449.jpg,14,14.6
2008_005460.jpg,35,38.8
2008_005463.jpg,30,27.8
2008_005469.jpg,48,40.5
2008_005480.jpg,37,39.3
2008_005496.jpg,22,20.6
2008_005510.jpg,19,18.1
2008_005523.jpg,53,47.0
2008_005550.jpg,13,13.6
2008_005560.jpg,12,7.9
2008_005566.jpg,5,7.6
2008_005569.jpg,47,46.7
2008_005574.jpg,25,19.6
2008_005600.jpg,13,9.9
2008_005614.jpg,2,2.9
2008_005636.jpg,25,27.2
2008_005657.jpg,28,29.8
2008_005673.jpg,37,35.5
2008_005699.jpg,27,33.1
2008_005716.jpg,24,19.3
2008_005735.jpg,33,46.0
2008_005770.jpg,55,47.7
2008_005777.jpg,41,43.1
2008_005780.jpg,35,35.2
2008_005805.jpg,61,66.5
2008_005816.jpg,47,49.5
2008_005853.jpg,8,9.5
2008_005857.jpg,16,14.0
2008_005882.jpg,4,3.5
2008_005890.jpg,4,3.7
2008_005943.jpg,64,72.2
2008_005977.jpg,33,35.9
2008_005979.jpg,10,8.3
2008_006050.jpg,35,36.4
2008_006068.jpg,13,10.6
2008_006081.jpg,14,16.8
2008_006099.jpg,60,65.4
2008_006113.jpg,47,49.5
2008_006135.jpg,7,9.5
2008_006175.jpg,55,54.6
2008_006190.jpg,25,28.7
2008_006194.jpg,72,74.5
2008_006218.jpg,20,20.5
2008_006280.jpg,12,13.8
2008_006285.jpg,25,61.1
2008_006294.jpg,30,24.1
2008_006307.jpg,22,21.3
2008_006329.jpg,36,33.8
2008_006347.jpg,5,3.9
2008_006351.jpg,22,23.9
2008_006362.jpg,43,43.6
2008_006377.jpg,9,12.7
2008_006384.jpg,8,5.0
2008_006400.jpg,54,55.6
2008_006403.jpg,22,20.1
2008_006430.jpg,43,40.3
2008_006449.jpg,33,37.4
2008_006462.jpg,18,16.5
2008_006512.jpg,77,80.7
2008_006520.jpg,25,33.5
2008_006561.jpg,21,28.9
2008_006576.jpg,23,23.0
2008_006599.jpg,62,60.2
2008_006609.jpg,25,21.6
2008_006629.jpg,32,34.7
2008_006656.jpg,43,43.0
2008_006657.jpg,38,38.7
2008_006690.jpg,2,1.1
2008_006728.jpg,54,45.4
2008_006746.jpg,47,47.4
2008_006753.jpg,4,1.7
2008_006765.jpg,39,39.4
2008_006781.jpg,50,51.4
2008_006785.jpg,90,87.1
2008_006793.jpg,60,59.1
2008_006810.jpg,62,64.7
2008_006817.jpg,11,8.1
2008_006843.jpg,35,32.3
2008_006863.jpg,6,3.8
2008_006868.jpg,3,3.2
2008_006910.jpg,6,5.3
2008_006926.jpg,20,19.2
2008_006956.jpg,23,26.7
2008_006962.jpg,46,48.7
2008_006967.jpg,17,16.7
2008_006973.jpg,27,28.6
2008_006999.jpg,38,31.6
2008_007039.jpg,18,19.3
2008_007059.jpg,50,51.4
2008_007082.jpg,22,20.8
2008_007085.jpg,17,16.2
2008_007086.jpg,43,44.9
2008_007106.jpg,42,39.8
2008_007130.jpg,58,67.6
2008_007151.jpg,28,28.7
2008_007164.jpg,6,4.1
2008_007165.jpg,5,6.0
2008_007176.jpg,21,18.7
2008_007187.jpg,22,16.7
2008_007216.jpg,18,15.6
2008_007239.jpg,23,22.3
2008_007256.jpg,48,44.9
2008_007260.jpg,51,49.6
2008_007289.jpg,18,22.5
2008_007324.jpg,9,5.3
2008_007327.jpg,37,36.6
2008_007353.jpg,85,81.9
2008_007363.jpg,19,18.8
2008_007403.jpg,45,45.6
2008_007404.jpg,37,36.4
2008_007469.jpg,3,1.7
2008_007472.jpg,45,45.4
2008_007494.jpg,17,15.1
2008_007496.jpg,54,45.0
2008_007589.jpg,8,6.5
2008_007610.jpg,30,29.4
2008_007613.jpg,2,1.3
2008_007630.jpg,27,36.1
2008_007632.jpg,38,38.5
2008_007640.jpg,36,40.1
2008_007662.jpg,13,13.4
2008_007683.jpg,13,9.8
2008_007702.jpg,23,21.9
2008_007726.jpg,43,35.5
2008_007736.jpg,28,24.7
2008_007777.jpg,63,29.1
2008_007794.jpg,17,17.9
2008_007842.jpg,16,12.4
2008_007855.jpg,44,38.4
2008_007873.jpg,18,18.8
2008_007888.jpg,43,49.8
2008_007913.jpg,6,5.3
2008_007914.jpg,33,36.5
2008_007941.jpg,17,16.0
2008_007964.jpg,27,29.3
2008_007975.jpg,32,29.2
2008_007977.jpg,46,43.5
2008_007989.jpg,19,23.9
2008_008585.jpg,18,20.6
2008_008590.jpg,2,1.8
2009_000002.jpg,9,9.2
2009_000030.jpg,68,74.1
2009_000132.jpg,65,67.3
2009_000150.jpg,20,18.4
2009_000227.jpg,50,64.8
2009_000249.jpg,40,39.0
2009_000284.jpg,32,32.9
2009_000303.jpg,62,63.6
2009_000304.jpg,21,18.2
2009_000330.jpg,58,57.2
2009_000342.jpg,55,48.3
2009_000350.jpg,67,64.0
2009_000366.jpg,17,13.2
2009_000438.jpg,34,32.7
2009_000466.jpg,14,10.8
2009_000493.jpg,38,37.2
2009_000504.jpg,61,63.1
2009_000511.jpg,48,36.3
2009_000535.jpg,31,32.1
2009_000553.jpg,14,10.5
2009_000566.jpg,42,40.2
2009_000599.jpg,21,13.9
2009_000614.jpg,28,31.9
2009_000638.jpg,58,61.9
2009_000681.jpg,45,39.2
2009_000684.jpg,57,51.0
2009_000745.jpg,61,68.7
2009_000782.jpg,42,35.3
2009_000854.jpg,28,28.1
2009_000862.jpg,21,16.9
2009_000902.jpg,37,37.3
2009_000915.jpg,67,64.0
2009_000955.jpg,55,57.2
2009_000966.jpg,31,28.5
2009_000970.jpg,26,27.1
2009_001016.jpg,37,44.1
2009_001037.jpg,24,27.4
2009_001057.jpg,41,40.2
2009_001081.jpg,43,43.7
2009_001094.jpg,83,84.3
2009_001117.jpg,50,37.1
2009_001126.jpg,11,11.2
2009_001153.jpg,83,78.9
2009_001198.jpg,57,66.7
2009_001205.jpg,42,31.8
2009_001227.jpg,38,34.0
2009_001260.jpg,4,2.5
2009_001270.jpg,33,32.7
2009_001279.jpg,35,38.0
2009_001305.jpg,55,59.6
2009_001361.jpg,35,34.4
2009_001369.jpg,53,56.7
2009_001419.jpg,29,26.6
2009_001444.jpg,63,58.6
2009_001450.jpg,12,11.3
2009_001484.jpg,47,47.6
2009_001502.jpg,28,23.6
2009_001522.jpg,32,32.3
2009_001550.jpg,43,41.0
2009_001562.jpg,23,19.0
2009_001623.jpg,4,3.2
2009_001689.jpg,37,34.5
2009_001719.jpg,4,2.5
2009_001835.jpg,42,50.3
2009_001894.jpg,64,61.6
2009_001906.jpg,22,21.5
2009_001931.jpg,86,96.7
2009_001933.jpg,34,34.2
2009_001948.jpg,38,46.0
2009_002008.jpg,33,35.3
2009_002040.jpg,87,86.6
2009_002053.jpg,59,63.0
2009_002061.jpg,44,40.9
2009_002104.jpg,57,63.3
2009_002141.jpg,53,52.2
2009_002176.jpg,40,39.8
2009_002228.jpg,38,35.7
2009_002267.jpg,1,1.0
2009_002311.jpg,47,47.3
2009_002352.jpg,90,59.2
2009_002363.jpg,27,30.6
2009_002429.jpg,75,84.1
2009_002439.jpg,30,29.8
2009_002470.jpg,49,44.5
2009_002499.jpg,44,41.1
2009_002504.jpg,31,28.8
2009_002561.jpg,73,68.8
2009_002592.jpg,37,34.9
2009_002615.jpg,27,23.9
2009_002628.jpg,15,12.7
2009_002667.jpg,14,12.4
2009_002673.jpg,2,1.2
2009_002704.jpg,41,36.5
2009_002739.jpg,92,90.2
2009_002813.jpg,43,42.3
2009_002836.jpg,24,21.5
2009_002837.jpg,56,60.6
2009_002855.jpg,62,67.5
2009_002898.jpg,57,52.1
2009_002917.jpg,32,25.2
2009_002955.jpg,8,6.4
2009_002961.jpg,46,51.1
2009_002972.jpg,13,20.1
2009_003013.jpg,24,31.4
2009_003056.jpg,43,36.8
2009_003070.jpg,52,52.3
2009_003077.jpg,9,8.1
2009_003118.jpg,59,63.0
2009_003129.jpg,26,22.1
2009_003143.jpg,58,57.6
2009_003165.jpg,83,81.0
2009_003201.jpg,49,48.0
2009_003222.jpg,78,80.1
2009_003312.jpg,18,16.2
2009_003350.jpg,55,59.4
2009_003380.jpg,58,60.9
2009_003415.jpg,16,16.1
2009_003419.jpg,100,98.9
2009_003457.jpg,5,3.7
2009_003489.jpg,33,33.1
2009_003528.jpg,2,2.0
2009_003541.jpg,3,2.9
2009_003601.jpg,64,60.4
2009_003605.jpg,35,33.2
2009_003626.jpg,46,45.1
2009_003647.jpg,48,54.5
2009_003654.jpg,11,7.5
2009_003655.jpg,42,41.4
2009_003660.jpg,45,42.1
2009_003663.jpg,46,45.9
2009_003697.jpg,10,9.3
2009_003698.jpg,54,49.3
2009_003718.jpg,72,63.3
2009_003783.jpg,92,94.8
2009_003847.jpg,45,48.2
2009_003867.jpg,33,49.3
2009_003921.jpg,25,24.9
2009_003955.jpg,86,76.7
2009_003985.jpg,15,16.1
2009_004022.jpg,36,33.9
2009_004038.jpg,22,20.5
2009_004051.jpg,32,30.9
2009_004073.jpg,7,7.0
2009_004083.jpg,68,70.0
2009_004128.jpg,11,12.1
2009_004150.jpg,24,23.5
2009_004157.jpg,45,46.4
2009_004176.jpg,16,18.8
2009_004183.jpg,42,42.8
2009_004210.jpg,9,10.6
2009_004225.jpg,91,88.7
2009_004234.jpg,14,14.5
2009_004261.jpg,75,74.2
2009_004291.jpg,28,24.9
2009_004307.jpg,32,34.1
2009_004358.jpg,43,44.6
2009_004382.jpg,45,46.3
2009_004394.jpg,22,23.2
2009_004424.jpg,42,48.2
2009_004434.jpg,41,39.1
2009_004442.jpg,54,56.0
2009_004448.jpg,57,49.5
2009_004456.jpg,36,38.8
2009_004477.jpg,28,27.5
2009_004529.jpg,53,52.8
2009_004598.jpg,45,41.8
2009_004607.jpg,50,48.5
2009_004639.jpg,54,51.0
2009_004655.jpg,86,80.7
2009_004683.jpg,29,18.9
2009_004705.jpg,50,48.1
2009_004779.jpg,20,18.3
2009_004796.jpg,48,46.5
2009_004813.jpg,42,42.4
2009_004841.jpg,12,13.1
2009_004877.jpg,44,52.6
2009_004887.jpg,18,12.8
2009_004940.jpg,28,27.3
2009_004953.jpg,73,53.3
2009_004971.jpg,33,38.8
2009_004983.jpg,20,17.4
2009_004999.jpg,61,55.3
2009_005033.jpg,77,72.2
2009_005037.jpg,8,6.4
2009_005051.jpg,38,36.4
2009_005083.jpg,2,1.4
2009_005095.jpg,25,23.9
2009_005119.jpg,9,7.5
2009_005160.jpg,40,36.3
2009_005177.jpg,33,36.3
2009_005211.jpg,21,22.9
2009_005236.jpg,50,48.9
2009_005251.jpg,78,81.4
2009_005299.jpg,45,37.0
2010_000001.jpg,22,26.6
2010_000009.jpg,18,20.7
2010_000043.jpg,19,12.8
2010_000048.jpg,61,56.1
2010_000054.jpg,58,57.9
2010_000067.jpg,3,2.8
2010_000099.jpg,37,38.0
2010_000109.jpg,32,31.1
2010_000114.jpg,27,22.4
2010_000118.jpg,7,7.6
2010_000157.jpg,58,60.9
2010_000172.jpg,6,8.6
2010_000175.jpg,63,62.4
2010_000182.jpg,36,36.2
2010_000218.jpg,34,46.1
2010_000224.jpg,11,18.4
2010_000244.jpg,28,27.5
2010_000261.jpg,44,41.9
2010_000269.jpg,33,33.9
2010_000291.jpg,13,12.9
2010_000303.jpg,34,37.6
2010_000317.jpg,23,21.7
2010_000347.jpg,29,58.9
2010_000374.jpg,29,27.7
2010_000389.jpg,5,6.7
2010_000404.jpg,48,42.8
2010_000409.jpg,66,67.3
2010_000439.jpg,12,14.5
2010_000442.jpg,18,19.9
2010_000458.jpg,44,42.7
2010_000468.jpg,13,13.6
2010_000469.jpg,48,46.3
2010_000488.jpg,67,64.2
2010_000497.jpg,34,30.1
2010_000500.jpg,22,19.2
2010_000506.jpg,61,62.0
2010_000519.jpg,11,10.3
2010_000536.jpg,23,18.2
2010_000538.jpg,45,46.2
2010_000553.jpg,47,51.1
2010_000576.jpg,45,47.5
2010_000586.jpg,41,43.6
2010_000602.jpg,1,0.5
2010_000616.jpg,17,17.7
2010_000647.jpg,10,9.7
2010_000661.jpg,27,20.9
2010_000665.jpg,28,30.2
2010_000675.jpg,48,45.6
2010_000687.jpg,26,27.0
2010_000692.jpg,38,33.7
2010_000694.jpg,8,6.0
2010_000702.jpg,19,16.6
2010_000712.jpg,47,48.8
2010_000737.jpg,9,8.6
2010_000769.jpg,6,5.5
2010_000791.jpg,37,34.6
2010_000799.jpg,50,47.4
2010_000815.jpg,42,39.9
2010_000828.jpg,8,9.1
2010_000842.jpg,17,20.6
2010_000872.jpg,33,27.5
2010_000875.jpg,14,12.7
2010_000914.jpg,30,27.1
2010_000948.jpg,32,35.0
2010_000971.jpg,46,49.2
2010_000974.jpg,5,3.9
2010_000996.jpg,42,43.1
2010_001012.jpg,27,29.5
2010_001021.jpg,57,61.9
2010_001025.jpg,52,48.8
2010_001030.jpg,34,32.9
2010_001054.jpg,55,53.3
2010_001057.jpg,23,16.7
2010_001089.jpg,93,90.3
2010_001100.jpg,37,42.9
2010_001103.jpg,42,50.3
2010_001125.jpg,83,81.9
2010_001140.jpg,23,23.7
2010_001177.jpg,54,53.5
2010_001193.jpg,17,19.0
2010_001195.jpg,7,8.4
2010_001215.jpg,13,10.7
2010_001240.jpg,92,91.9
2010_001247.jpg,9,5.8
2010_001291.jpg,42,43.9
2010_001328.jpg,60,54.8
2010_001333.jpg,6,5.0
2010_001344.jpg,22,26.0
2010_001347.jpg,37,31.7
2010_001361.jpg,47,42.9
2010_001382.jpg,19,16.9
2010_001385.jpg,12,12.9
2010_001386.jpg,29,28.4
2010_001401.jpg,57,53.8
2010_001402.jpg,40,33.3
2010_001417.jpg,42,34.7
2010_001418.jpg,42,37.5
2010_001435.jpg,32,30.3
2010_001452.jpg,22,23.7
2010_001457.jpg,24,21.7
2010_001465.jpg,47,44.5
2010_001468.jpg,54,59.0
2010_001499.jpg,27,28.3
2010_001516.jpg,37,33.6
2010_001544.jpg,33,30.1
2010_001555.jpg,63,61.2
2010_001587.jpg,38,40.3
2010_001590.jpg,52,48.8
2010_001602.jpg,12,12.4
2010_001637.jpg,66,62.6
2010_001647.jpg,35,33.5
2010_001660.jpg,60,57.8
2010_001700.jpg,24,21.4
2010_001712.jpg,12,13.8
2010_001737.jpg,3,8.2
2010_001744.jpg,50,49.0
2010_001747.jpg,43,41.9
2010_001754.jpg,26,23.6
2010_001783.jpg,74,69.2
2010_001787.jpg,38,35.2
2010_001794.jpg,66,67.2
2010_001827.jpg,58,52.7
2010_001842.jpg,30,29.1
2010_001863.jpg,51,51.2
2010_001884.jpg,10,6.4
2010_001885.jpg,47,46.1
2010_001934.jpg,19,14.4
2010_001938.jpg,100,95.6
2010_001939.jpg,6,5.4
2010_001957.jpg,63,62.6
2010_001968.jpg,29,28.1
2010_001994.jpg,21,20.0
2010_002000.jpg,5,6.1
2010_002026.jpg,11,9.6
2010_002040.jpg,56,53.7
2010_002057.jpg,41,48.7
2010_002068.jpg,33,36.1
2010_002086.jpg,30,28.6
2010_002098.jpg,14,13.6
2010_002118.jpg,68,71.8
2010_002136.jpg,33,36.2
2010_002138.jpg,44,47.1
2010_002143.jpg,18,14.4
2010_002167.jpg,27,27.7
2010_002177.jpg,41,35.8
2010_002192.jpg,39,34.9
2010_002204.jpg,54,56.8
2010_002224.jpg,34,35.6
2010_002243.jpg,28,29.3
2010_002255.jpg,33,40.3
2010_002278.jpg,12,14.1
2010_002286.jpg,74,65.7
2010_002303.jpg,39,45.5
2010_002307.jpg,59,58.8
2010_002316.jpg,9,8.9
2010_002333.jpg,93,92.8
2010_002354.jpg,50,48.7
2010_002371.jpg,72,43.3
2010_002392.jpg,66,66.4
2010_002406.jpg,27,28.0
2010_002425.jpg,50,50.8
2010_002448.jpg,55,54.7
2010_002472.jpg,11,11.1
2010_002479.jpg,46,47.9
2010_002485.jpg,72,71.1
2010_002504.jpg,26,24.7
2010_002529.jpg,70,66.2
2010_002533.jpg,43,35.6
2010_002543.jpg,24,23.6
2010_002553.jpg,22,21.2
2010_002573.jpg,23,27.1
2010_002583.jpg,63,51.1
2010_002587.jpg,58,64.2
2010_002594.jpg,43,39.1
2010_002602.jpg,18,20.9
2010_002625.jpg,12,12.2
2010_002626.jpg,33,35.1
2010_002645.jpg,73,79.3
2010_002662.jpg,6,6.3
2010_002676.jpg,3,3.6
2010_002678.jpg,32,29.7
2010_002692.jpg,22,21.2
2010_002713.jpg,3,2.9
2010_002723.jpg,33,38.1
2010_002746.jpg,52,54.2
2010_002771.jpg,22,20.0
2010_002778.jpg,25,25.6
2010_002789.jpg,26,22.6
2010_002811.jpg,6,4.8
2010_002831.jpg,60,61.7
2010_002845.jpg,28,31.3
2010_002855.jpg,14,13.9
2010_002876.jpg,42,45.5
2010_002891.jpg,70,72.4
2010_002909.jpg,39,39.2
2010_002917.jpg,37,34.8
2010_002955.jpg,12,11.7
2010_002965.jpg,30,36.3
2010_002973.jpg,57,51.1
2010_002976.jpg,62,63.0
2010_002990.jpg,9,8.8
2010_002993.jpg,30,27.8
2010_003032.jpg,11,9.2
2010_003050.jpg,58,59.5
2010_003067.jpg,10,8.1
2010_003106.jpg,9,7.7
2010_003133.jpg,42,40.8
2010_003151.jpg,47,48.4
2010_003174.jpg,22,20.7
2010_003190.jpg,29,33.8
2010_003197.jpg,20,15.7
2010_003223.jpg,47,49.9
2010_003227.jpg,90,83.4
2010_003230.jpg,9,7.9
2010_003232.jpg,8,8.2
2010_003238.jpg,84,87.2
2010_003240.jpg,66,66.5
2010_003249.jpg,58,57.4
2010_003291.jpg,22,21.3
2010_003299.jpg,25,30.3
2010_003309.jpg,77,73.5
2010_003337.jpg,1,0.9
2010_003358.jpg,43,44.3
2010_003371.jpg,71,72.2
2010_003421.jpg,21,20.0
2010_003427.jpg,41,39.0
2010_003435.jpg,50,51.8
2010_003451.jpg,5,19.3
2010_003467.jpg,55,52.5
2010_003481.jpg,13,9.1
2010_003483.jpg,40,42.2
2010_003488.jpg,42,40.4
2010_003497.jpg,19,12.4
2010_003509.jpg,61,65.7
2010_003527.jpg,27,25.7
2010_003539.jpg,41,37.9
2010_003551.jpg,7,7.3
2010_003569.jpg,30,31.7
2010_003579.jpg,20,15.6
2010_003598.jpg,5,4.6
2010_003641.jpg,43,44.4
2010_003665.jpg,32,29.3
2010_003672.jpg,12,11.4
2010_003687.jpg,4,4.4
2010_003696.jpg,29,25.5
2010_003747.jpg,24,26.8
2010_003752.jpg,16,18.1
2010_003773.jpg,94,87.7
2010_003800.jpg,22,24.3
2010_003805.jpg,86,73.6
2010_003818.jpg,50,51.2
2010_003823.jpg,14,17.7
2010_003845.jpg,2,2.2
2010_003861.jpg,1,0.8
2010_003863.jpg,45,49.4
2010_003875.jpg,46,44.1
2010_003887.jpg,18,15.6
2010_003898.jpg,28,28.7
2010_003925.jpg,13,12.0
2010_003928.jpg,31,31.4
2010_003937.jpg,7,6.9
2010_003943.jpg,6,5.5
2010_003950.jpg,46,45.1
2010_003966.jpg,72,65.2
2010_003974.jpg,57,58.4
2010_003976.jpg,23,24.3
2010_003982.jpg,11,12.2
2010_003988.jpg,8,9.6
2010_004002.jpg,11,10.5
2010_004007.jpg,26,21.2
2010_004008.jpg,57,60.3
2010_004023.jpg,30,30.7
2010_004037.jpg,83,70.9
2010_004048.jpg,61,54.4
2010_004060.jpg,16,10.5
2010_004133.jpg,42,40.7
2010_004141.jpg,5,5.0
2010_004144.jpg,10,10.7
2010_004157.jpg,57,60.4
2010_004171.jpg,57,50.3
2010_004175.jpg,38,35.2
2010_004197.jpg,12,10.7
2010_004209.jpg,13,12.1
2010_004244.jpg,23,22.4
2010_004257.jpg,14,17.9
2010_004271.jpg,6,5.8
2010_004286.jpg,5,4.6
2010_004301.jpg,7,7.4
2010_004306.jpg,3,2.9
2010_004327.jpg,16,18.3
2010_004335.jpg,17,13.7
2010_004346.jpg,45,38.6
2010_004365.jpg,42,39.1
2010_004402.jpg,57,57.9
2010_004415.jpg,39,39.3
2010_004425.jpg,30,31.5
2010_004448.jpg,66,65.8
2010_004457.jpg,14,15.6
2010_004467.jpg,4,3.6
2010_004501.jpg,42,42.6
2010_004515.jpg,6,6.0
2010_004518.jpg,24,27.3
2010_004540.jpg,6,6.4
2010_004545.jpg,7,6.3
2010_004553.jpg,50,45.7
2010_004573.jpg,15,14.4
2010_004575.jpg,12,13.8
2010_004584.jpg,18,16.7
2010_004585.jpg,30,27.8
2010_004621.jpg,42,31.2
2010_004634.jpg,42,42.5
2010_004638.jpg,70,71.7
2010_004646.jpg,1,0.7
2010_004667.jpg,29,33.5
2010_004676.jpg,49,47.6
2010_004681.jpg,35,34.1
2010_004691.jpg,67,32.7
2010_004712.jpg,3,2.5
2010_004717.jpg,13,15.8
2010_004753.jpg,31,26.6
2010_004760.jpg,10,9.1
2010_004768.jpg,9,9.5
2010_004808.jpg,40,37.8
2010_004816.jpg,12,14.0
2010_004822.jpg,68,67.3
2010_004829.jpg,30,30.6
2010_004841.jpg,24,28.9
2010_004874.jpg,38,38.8
2010_004891.jpg,14,13.5
2010_004918.jpg,23,33.6
2010_004933.jpg,31,32.8
2010_004954.jpg,29,33.2
2010_004963.jpg,61,60.1
2010_004968.jpg,12,10.5
2010_004973.jpg,17,16.4
2010_005006.jpg,59,61.9
2010_005017.jpg,82,72.5
2010_005035.jpg,19,15.1
2010_005048.jpg,15,13.2
2010_005072.jpg,2,2.1
2010_005082.jpg,54,57.4
2010_005099.jpg,52,50.3
2010_005115.jpg,18,21.2
2010_005128.jpg,18,15.1
2010_005143.jpg,62,60.3
2010_005161.jpg,9,31.7
2010_005185.jpg,50,51.2
2010_005193.jpg,4,3.3
